,origin,time_hour,tailnum,year,month,day,dep_time,sched_dep_time,dep_delay,arr_delay,carrier,flight,dest,air_time,distance,hour,minute,seats,temp,dewp,humid,wind_dir,wind_speed,precip,pressure,visib,week_day,wknd,evening_rush_hour,wind_sin,wind_cos,precip_indic
749,JFK,2013-07-16 20:00,N258JB,2013,7,16,1957,2000,-3,-23,B6,418,BOS,34,187,20,0,20,89.06,60.98,39.08,10,9.20624,0,1021,10,Tuesday,FALSE,FALSE,1.598646799,9.066376528,FALSE
751,JFK,2013-07-16 23:00,N304JB,2013,7,16,232,2305,207,192,B6,718,BOS,39,187,23,5,20,84.92,62.96,47.82,350,5.7539,0,1021.4,10,Tuesday,FALSE,FALSE,-0.999154249,5.66648533,FALSE
752,JFK,2013-07-17 6:00,N334JB,2013,7,17,650,645,5,1,B6,318,BOS,35,187,6,45,20,82.94,68,60.74,360,6.90468,0,1022,10,Wednesday,FALSE,FALSE,-1.69E-15,6.90468,FALSE
754,JFK,2013-07-17 9:00,N323NB,2013,7,17,911,915,-4,-25,DL,867,BOS,40,187,9,15,145,91.04,66.92,45.22,0,0,0,1022.3,10,Wednesday,FALSE,FALSE,0,0,FALSE
755,JFK,2013-07-17 10:00,N351JB,2013,7,17,1016,1017,-1,-2,B6,518,BOS,42,187,10,17,20,93.02,66.02,41.2,0,0,0,1022.1,10,Wednesday,FALSE,FALSE,0,0,FALSE
758,JFK,2013-07-17 12:00,N317NB,2013,7,17,1154,1200,-6,-26,DL,1006,BOS,33,187,12,0,145,93.02,68,44.12,180,10.35702,0,1021.3,10,Wednesday,FALSE,FALSE,1.27E-15,-10.35702,FALSE
759,JFK,2013-07-17 13:00,N318JB,2013,7,17,1418,1354,24,12,B6,118,BOS,36,187,13,54,20,93.02,68,44.12,180,10.35702,0,1020.8,10,Wednesday,FALSE,FALSE,1.27E-15,-10.35702,FALSE
760,JFK,2013-07-17 14:00,N3750D,2013,7,17,1454,1455,-1,-17,DL,1164,BOS,34,187,14,55,189,93.02,68,44.12,180,10.35702,0,1020.5,10,Wednesday,FALSE,FALSE,1.27E-15,-10.35702,FALSE
761,JFK,2013-07-17 16:00,N265JB,2013,7,17,1639,1636,3,10,B6,918,BOS,42,187,16,36,20,89.96,66.02,45.34,170,11.5078,0,1019.2,10,Wednesday,FALSE,FALSE,1.998308499,-11.33297066,FALSE
762,JFK,2013-07-17 16:00,N317NB,2013,7,17,1624,1625,-1,-33,DL,402,BOS,41,187,16,25,145,89.96,66.02,45.34,170,11.5078,0,1019.2,10,Wednesday,FALSE,FALSE,1.998308499,-11.33297066,FALSE
765,JFK,2013-07-17 19:00,N930XJ,2013,7,17,1943,1930,13,17,9E,3385,BOS,42,187,19,30,95,82.04,73.04,74.25,190,10.35702,0,1018.9,10,Wednesday,FALSE,FALSE,-1.798477649,-10.19967359,FALSE
766,JFK,2013-07-17 20:00,N239JB,2013,7,17,2000,2000,0,11,B6,418,BOS,43,187,20,0,20,80.96,71.06,71.92,180,8.05546,0,1018.7,10,Wednesday,FALSE,FALSE,9.86E-16,-8.05546,FALSE
767,JFK,2013-07-17 21:00,N317NB,2013,7,17,2145,2145,0,3,DL,985,BOS,44,187,21,45,145,80.06,71.06,74.07,200,5.7539,0,1018.9,10,Wednesday,FALSE,FALSE,-1.967949703,-5.406897371,FALSE
768,JFK,2013-07-17 23:00,N192JB,2013,7,17,9,2305,64,60,B6,718,BOS,35,187,23,5,20,80.96,69.98,69.32,230,9.20624,0,1018.7,10,Wednesday,FALSE,FALSE,-7.052388994,-5.917657004,FALSE
769,JFK,2013-07-18 6:00,N298JB,2013,7,18,644,645,-1,-3,B6,318,BOS,39,187,6,45,20,80.06,73.04,79.2,240,5.7539,0,1017.3,8,Thursday,FALSE,FALSE,-4.983023571,-2.87695,FALSE
772,JFK,2013-07-18 10:00,N304JB,2013,7,18,1027,1017,10,-4,B6,518,BOS,36,187,10,17,20,96.08,66.92,38.68,350,10.35702,0,1017.2,10,Thursday,FALSE,FALSE,-1.798477649,10.19967359,FALSE
773,JFK,2013-07-18 12:00,N314NB,2013,7,18,1155,1200,-5,-24,DL,1006,BOS,33,187,12,0,145,98.06,66.92,36.4,260,12.65858,0,1016.7,10,Thursday,FALSE,FALSE,-12.46626773,-2.198139349,FALSE
777,JFK,2013-07-18 14:00,N706TW,2013,7,18,1517,1455,22,11,DL,1164,BOS,34,187,14,55,178,96.98,71.06,43.36,220,16.11092,0,1015.7,10,Thursday,FALSE,FALSE,-10.35589976,-12.34168074,FALSE
778,JFK,2013-07-18 16:00,N371NB,2013,7,18,1626,1625,1,-10,DL,402,BOS,40,187,16,25,145,91.94,73.94,55.84,190,17.2617,0,1015.2,10,Thursday,FALSE,FALSE,-2.997462748,-16.99945599,FALSE
779,JFK,2013-07-18 16:00,N351JB,2013,7,18,1711,1636,35,22,B6,918,BOS,38,187,16,36,20,91.94,73.94,55.84,190,17.2617,0,1015.2,10,Thursday,FALSE,FALSE,-2.997462748,-16.99945599,FALSE
782,JFK,2013-07-18 19:00,N924XJ,2013,7,18,2011,1930,41,43,9E,3385,BOS,42,187,19,30,95,84.02,75.92,76.7,180,4.60312,0,1015.2,9,Thursday,FALSE,FALSE,5.64E-16,-4.60312,FALSE
783,JFK,2013-07-18 20:00,N238JB,2013,7,18,2002,2000,2,-23,B6,418,BOS,34,187,20,0,20,84.02,75.02,74.43,0,0,0,1015.4,9,Thursday,FALSE,FALSE,0,0,FALSE
784,JFK,2013-07-18 21:00,N371NB,2013,7,18,2143,2145,-2,-20,DL,985,BOS,36,187,21,45,145,86,73.94,67.36,0,0,0,1015.4,10,Thursday,FALSE,FALSE,0,0,FALSE
788,JFK,2013-07-19 9:00,N315NB,2013,7,19,913,915,-2,-14,DL,867,BOS,44,187,9,15,145,87.98,78.08,72.6,210,10.35702,0,1014.4,6,Friday,FALSE,FALSE,-5.17851,-8.969442428,FALSE
789,JFK,2013-07-19 10:00,N353JB,2013,7,19,1016,1017,-1,2,B6,518,BOS,43,187,10,17,20,91.04,77,63.61,210,12.65858,0,1014.1,7,Friday,FALSE,FALSE,-6.32929,-10.96265186,FALSE
790,JFK,2013-07-19 12:00,N336NB,2013,7,19,1158,1200,-2,-20,DL,1006,BOS,42,187,12,0,145,93.92,77,58.16,190,12.65858,0,1013.2,7,Friday,FALSE,FALSE,-2.198139349,-12.46626773,FALSE
793,JFK,2013-07-19 13:00,N187JB,2013,7,19,1413,1354,19,7,B6,118,BOS,41,187,13,54,20,93.02,75.92,57.69,190,13.80936,0,1012.3,8,Friday,FALSE,FALSE,-2.397970199,-13.59956479,FALSE
794,JFK,2013-07-19 14:00,N709TW,2013,7,19,1520,1455,25,23,DL,1164,BOS,39,187,14,55,178,93.02,75.92,57.69,180,14.96014,0,1011.6,9,Friday,FALSE,FALSE,1.83E-15,-14.96014,FALSE
795,JFK,2013-07-19 16:00,N304JB,2013,7,19,1645,1636,9,26,B6,918,BOS,48,187,16,36,20,89.06,75.92,65.31,200,14.96014,0,1010.1,9,Friday,FALSE,FALSE,-5.116669227,-14.05793316,FALSE
796,JFK,2013-07-19 16:00,N342NB,2013,7,19,1626,1625,1,6,DL,402,BOS,48,187,16,25,145,89.06,75.92,65.31,200,14.96014,0,1010.1,9,Friday,FALSE,FALSE,-5.116669227,-14.05793316,FALSE
799,JFK,2013-07-19 19:00,N904XJ,2013,7,19,2050,1930,80,67,9E,3385,BOS,41,187,19,30,95,84.02,75.02,74.43,190,10.35702,0,1009.8,8,Friday,FALSE,FALSE,-1.798477649,-10.19967359,FALSE
802,JFK,2013-07-19 23:00,N292JB,2013,7,19,2342,2305,37,35,B6,718,BOS,40,187,23,5,20,82.94,73.94,74.33,200,9.20624,0,1009.6,8,Friday,FALSE,FALSE,-3.148719524,-8.651035793,FALSE
804,JFK,2013-07-20 9:00,N346NB,2013,7,20,910,915,-5,-22,DL,867,BOS,40,187,9,15,145,84.92,69.98,60.98,230,19.56326,0,1009.5,10,Saturday,TRUE,FALSE,-14.98632661,-12.57502113,FALSE
808,JFK,2013-07-20 13:00,N353JB,2013,7,20,1357,1354,3,-10,B6,118,BOS,41,187,13,54,20,93.02,71.96,50.51,220,17.2617,0,1007.5,10,Saturday,TRUE,FALSE,-11.09560688,-13.22322936,FALSE
809,JFK,2013-07-20 14:00,N335NB,2013,7,20,1455,1455,0,-28,DL,1164,BOS,41,187,14,55,145,93.92,71.96,49.12,230,20.71404,0,1007.3,10,Saturday,TRUE,FALSE,-15.86787524,-13.31472826,FALSE
818,JFK,2013-07-20 23:00,N183JB,2013,7,20,2255,2305,-10,12,B6,718,BOS,35,187,23,5,20,82.04,69.08,64.9,310,3.45234,0,1010.1,10,Saturday,TRUE,FALSE,-2.644645873,2.219121376,FALSE
819,JFK,2013-07-21 6:00,N198JB,2013,7,21,706,645,21,14,B6,318,BOS,33,187,6,45,20,78.98,66.92,66.58,30,12.65858,0,1012.2,10,Sunday,TRUE,FALSE,6.32929,10.96265186,FALSE
822,JFK,2013-07-21 10:00,N368JB,2013,7,21,1013,1017,-4,-17,B6,518,BOS,32,187,10,17,20,84.02,60.08,44.45,40,9.20624,0,1013.6,10,Sunday,TRUE,FALSE,5.917657004,7.052388994,FALSE
824,JFK,2013-07-21 12:00,N328NB,2013,7,21,1155,1200,-5,-26,DL,1006,BOS,32,187,12,0,145,87.98,64.04,45.04,130,8.05546,0,1014.1,10,Sunday,TRUE,FALSE,6.17084037,-5.177949878,FALSE
825,JFK,2013-07-21 13:00,N247JB,2013,7,21,1346,1354,-8,-21,B6,118,BOS,33,187,13,54,20,87.98,62.96,43.37,130,13.80936,0,1013.7,10,Sunday,TRUE,FALSE,10.57858349,-8.876485506,FALSE
828,JFK,2013-07-21 16:00,N353JB,2013,7,21,1632,1636,-4,-7,B6,918,BOS,34,187,16,36,20,82.94,62.96,50.97,130,9.20624,0,1013.5,10,Sunday,TRUE,FALSE,7.052388994,-5.917657004,FALSE
830,JFK,2013-07-21 19:00,N909XJ,2013,7,21,1931,1930,1,5,9E,3385,BOS,37,187,19,30,95,77,69.08,76.57,140,10.35702,0,1013.7,10,Sunday,TRUE,FALSE,6.657364129,-7.933937618,FALSE
832,JFK,2013-07-21 20:00,N292JB,2013,7,21,2008,2000,8,-1,B6,418,BOS,36,187,20,0,20,75.92,69.98,81.85,150,6.90468,0,1014.3,10,Sunday,TRUE,FALSE,3.45234,-5.979628285,FALSE
833,JFK,2013-07-21 21:00,N328NB,2013,7,21,2144,2145,-1,-9,DL,985,BOS,33,187,21,45,145,75.02,71.06,87.5,130,3.45234,0,1014.8,10,Sunday,TRUE,FALSE,2.644645873,-2.219121376,FALSE
836,JFK,2013-07-22 6:00,N339JB,2013,7,22,644,645,-1,-5,B6,318,BOS,34,187,6,45,20,75.02,71.96,90.22,70,5.7539,0.01,1014.1,7,Monday,FALSE,FALSE,5.406897371,1.967949703,TRUE
841,JFK,2013-07-22 12:00,N329NB,2013,7,22,1306,1200,66,66,DL,1006,BOS,31,187,12,0,145,84.92,71.96,65.23,120,10.35702,0,1013.7,10,Monday,FALSE,FALSE,8.969442428,-5.17851,FALSE
842,JFK,2013-07-22 12:00,N179JB,2013,7,22,1241,1242,-1,-16,B6,1318,BOS,34,187,12,42,20,84.92,71.96,65.23,120,10.35702,0,1013.7,10,Monday,FALSE,FALSE,8.969442428,-5.17851,FALSE
843,JFK,2013-07-22 13:00,N258JB,2013,7,22,1355,1354,1,-15,B6,118,BOS,32,187,13,54,20,84.02,71.96,67.15,140,9.20624,0,1013,10,Monday,FALSE,FALSE,5.917657004,-7.052388994,FALSE
845,JFK,2013-07-22 16:00,N298JB,2013,7,22,1759,1636,83,88,B6,918,BOS,35,187,16,36,20,80.96,73.04,76.9,100,10.35702,0,1011.4,10,Monday,FALSE,FALSE,10.19967359,-1.798477649,FALSE
853,JFK,2013-07-23 6:00,N374JB,2013,7,23,828,645,103,95,B6,318,BOS,37,187,6,45,20,73.94,71.06,90.73,200,11.5078,0,1005.4,10,Tuesday,FALSE,FALSE,-3.935899405,-10.81379474,FALSE
854,JFK,2013-07-23 7:00,N580JB,2013,7,23,1040,749,171,168,B6,1818,BOS,44,187,7,49,200,75.02,71.96,90.22,210,10.35702,0,1005.3,10,Tuesday,FALSE,FALSE,-5.17851,-8.969442428,FALSE
859,JFK,2013-07-23 12:00,N334JB,2013,7,23,1337,1254,43,87,B6,1318,BOS,51,187,12,54,20,82.94,71.96,69.53,220,12.65858,0,1003.7,10,Tuesday,FALSE,FALSE,-8.13677838,-9.697034867,FALSE
862,JFK,2013-07-23 14:00,N329NB,2013,7,23,1509,1455,14,61,DL,1164,BOS,73,187,14,55,145,84.92,71.96,65.23,210,12.65858,0,1002.9,10,Tuesday,FALSE,FALSE,-6.32929,-10.96265186,FALSE
863,JFK,2013-07-23 16:00,N231JB,2013,7,23,2111,1636,275,294,B6,918,BOS,42,187,16,36,20,84.02,73.04,69.64,190,13.80936,0,1001.8,10,Tuesday,FALSE,FALSE,-2.397970199,-13.59956479,FALSE
864,JFK,2013-07-23 16:00,N346NB,2013,7,23,1852,1625,147,144,DL,402,BOS,40,187,16,25,145,84.02,73.04,69.64,190,13.80936,0,1001.8,10,Tuesday,FALSE,FALSE,-2.397970199,-13.59956479,FALSE
868,JFK,2013-07-23 20:00,N184JB,2013,7,23,2303,2000,183,178,B6,418,BOS,44,187,20,0,20,82.04,71.06,69.43,230,11.5078,0,1002.3,10,Tuesday,FALSE,FALSE,-8.815486243,-7.397071255,FALSE
869,JFK,2013-07-23 21:00,N346NB,2013,7,23,2336,2145,111,104,DL,985,BOS,38,187,21,45,145,78.98,69.08,71.72,80,3.45234,0,1003,10,Tuesday,FALSE,FALSE,3.399891198,0.59949255,FALSE
870,JFK,2013-07-23 23:00,N183JB,2013,7,23,101,2305,116,104,B6,718,BOS,38,187,23,5,20,80.96,68,64.77,270,9.20624,0,1003.3,10,Tuesday,FALSE,FALSE,-9.20624,-1.69E-15,FALSE
871,JFK,2013-07-24 6:00,N354JB,2013,7,24,655,645,10,5,B6,318,BOS,38,187,6,45,20,75.92,68,76.48,270,10.35702,0,1004.4,10,Wednesday,FALSE,FALSE,-10.35702,-1.90E-15,FALSE
873,JFK,2013-07-24 9:00,N342NB,2013,7,24,952,915,37,15,DL,867,BOS,36,187,9,15,145,84.02,64.04,51.12,320,11.5078,0,1006.3,10,Wednesday,FALSE,FALSE,-7.397071255,8.815486243,FALSE
874,JFK,2013-07-24 10:00,N346JB,2013,7,24,1016,1017,-1,4,B6,518,BOS,37,187,10,17,20,84.02,64.04,51.12,330,12.65858,0,1006.7,10,Wednesday,FALSE,FALSE,-6.32929,10.96265186,FALSE
876,JFK,2013-07-24 12:00,N362NB,2013,7,24,1157,1200,-3,-23,DL,1006,BOS,36,187,12,0,145,84.02,62.96,49.22,310,16.11092,0,1007.3,10,Wednesday,FALSE,FALSE,-12.34168074,10.35589976,FALSE
878,JFK,2013-07-24 13:00,N265JB,2013,7,24,1447,1354,53,40,B6,118,BOS,42,187,13,54,20,84.92,62.06,46.32,310,11.5078,0,1007.7,10,Wednesday,FALSE,FALSE,-8.815486243,7.397071255,FALSE
879,JFK,2013-07-24 14:00,N329NB,2013,7,24,1454,1455,-1,-20,DL,1164,BOS,47,187,14,55,145,84.02,62.06,47.68,290,11.5078,0,1008.4,10,Wednesday,FALSE,FALSE,-10.81379474,3.935899405,FALSE
880,JFK,2013-07-24 16:00,N362NB,2013,7,24,1804,1625,99,94,DL,402,BOS,34,187,16,25,145,82.94,60.08,46.03,340,14.96014,0,1008.3,10,Wednesday,FALSE,FALSE,-5.116669227,14.05793316,FALSE
882,JFK,2013-07-24 16:00,N267JB,2013,7,24,1734,1636,58,43,B6,918,BOS,41,187,16,36,20,82.94,60.08,46.03,340,14.96014,0,1008.3,10,Wednesday,FALSE,FALSE,-5.116669227,14.05793316,FALSE
883,JFK,2013-07-24 19:00,N926XJ,2013,7,24,1927,1930,-3,-21,9E,3385,BOS,35,187,19,30,95,80.06,57.02,45.3,350,12.65858,0,1010.3,10,Wednesday,FALSE,FALSE,-2.198139349,12.46626773,FALSE
885,JFK,2013-07-24 20:00,N294JB,2013,7,24,2002,2000,2,-25,B6,418,BOS,34,187,20,0,20,78.98,55.94,45.14,340,12.65858,0,1011,10,Wednesday,FALSE,FALSE,-4.329489346,11.89517422,FALSE
886,JFK,2013-07-24 21:00,N362NB,2013,7,24,2213,2145,28,5,DL,985,BOS,33,187,21,45,145,75.92,55.04,48.34,340,12.65858,0,1012.1,10,Wednesday,FALSE,FALSE,-4.329489346,11.89517422,FALSE
887,JFK,2013-07-24 23:00,N558JB,2013,7,24,2325,2305,20,9,B6,718,BOS,34,187,23,5,200,71.06,53.06,52.95,10,13.80936,0,1013.4,10,Wednesday,FALSE,FALSE,2.397970199,13.59956479,FALSE
888,JFK,2013-07-25 6:00,N374JB,2013,7,25,640,645,-5,-11,B6,318,BOS,37,187,6,45,20,66.02,53.96,65.07,20,14.96014,0,1014.6,10,Thursday,FALSE,FALSE,5.116669227,14.05793316,FALSE
892,JFK,2013-07-25 12:00,N345NB,2013,7,25,1156,1200,-4,-12,DL,1006,BOS,46,187,12,0,145,66.02,53.06,62.96,40,16.11092,0,1017.4,10,Thursday,FALSE,FALSE,10.35589976,12.34168074,FALSE
894,JFK,2013-07-25 12:00,N284JB,2013,7,25,1245,1242,3,5,B6,1318,BOS,39,187,12,42,20,66.02,53.06,62.96,40,16.11092,0,1017.4,10,Thursday,FALSE,FALSE,10.35589976,12.34168074,FALSE
896,JFK,2013-07-25 14:00,N718TW,2013,7,25,1453,1455,-2,65,DL,1164,BOS,40,187,14,55,178,64.94,55.94,72.62,20,11.5078,0,1017.5,10,Thursday,FALSE,FALSE,3.935899405,10.81379474,FALSE
898,JFK,2013-07-25 16:00,N284JB,2013,7,25,1738,1636,62,64,B6,918,BOS,35,187,16,36,20,66.02,57.02,72.72,10,11.5078,0,1017.4,10,Thursday,FALSE,FALSE,1.998308499,11.33297066,FALSE
900,JFK,2013-07-25 19:00,N902XJ,2013,7,25,2048,1930,78,72,9E,3385,BOS,39,187,19,30,95,66.02,57.02,72.72,30,6.90468,0,1017.5,10,Thursday,FALSE,FALSE,3.45234,5.979628285,FALSE
902,JFK,2013-07-25 20:00,N339JB,2013,7,25,2128,2000,88,99,B6,418,BOS,36,187,20,0,20,66.02,57.02,72.72,40,9.20624,0,1017.4,10,Thursday,FALSE,FALSE,5.917657004,7.052388994,FALSE
905,JFK,2013-07-26 6:00,N192JB,2013,7,26,645,645,0,12,B6,318,BOS,54,187,6,45,20,66.92,57.92,72.81,360,10.35702,0,1016.2,10,Friday,FALSE,FALSE,-2.54E-15,10.35702,FALSE
907,JFK,2013-07-26 9:00,N357NB,2013,7,26,1153,915,158,147,DL,867,BOS,50,187,9,15,145,71.06,59,65.67,10,13.80936,0,1016.8,10,Friday,FALSE,FALSE,2.397970199,13.59956479,FALSE
909,JFK,2013-07-26 12:00,N348NB,2013,7,26,1213,1200,13,4,DL,1006,BOS,47,187,12,0,145,80.06,57.92,46.79,10,6.90468,0,1016.9,10,Friday,FALSE,FALSE,1.198985099,6.799782396,FALSE
911,JFK,2013-07-26 12:00,N324JB,2013,7,26,1238,1242,-4,18,B6,1318,BOS,47,187,12,42,20,80.06,57.92,46.79,10,6.90468,0,1016.9,10,Friday,FALSE,FALSE,1.198985099,6.799782396,FALSE
912,JFK,2013-07-26 13:00,N228JB,2013,7,26,1406,1354,12,5,B6,118,BOS,44,187,13,54,20,80.96,57.92,45.44,350,11.5078,0,1016.5,10,Friday,FALSE,FALSE,-1.998308499,11.33297066,FALSE
915,JFK,2013-07-26 16:00,N345NB,2013,7,26,1644,1625,19,2,DL,402,BOS,43,187,16,25,145,80.96,60.08,49.09,210,10.35702,0,1016.2,10,Friday,FALSE,FALSE,-5.17851,-8.969442428,FALSE
917,JFK,2013-07-26 19:00,N602LR,2013,7,26,1937,1930,7,17,9E,3385,BOS,43,187,19,30,95,73.04,64.94,75.75,190,12.65858,0,1016.6,10,Friday,FALSE,FALSE,-2.198139349,-12.46626773,FALSE
919,JFK,2013-07-26 20:00,N266JB,2013,7,26,2031,2000,31,17,B6,418,BOS,42,187,20,0,20,71.06,66.92,86.77,190,17.2617,0,1016.7,10,Friday,FALSE,FALSE,-2.997462748,-16.99945599,FALSE
920,JFK,2013-07-26 21:00,N345NB,2013,7,26,2138,2145,-7,-33,DL,985,BOS,37,187,21,45,145,71.06,66.92,86.77,190,13.80936,0,1017.4,10,Friday,FALSE,FALSE,-2.397970199,-13.59956479,FALSE
921,JFK,2013-07-26 23:00,N328JB,2013,7,26,2301,2305,-4,0,B6,718,BOS,40,187,23,5,20,71.06,66.02,84.1,220,8.05546,0,1017.9,10,Friday,FALSE,FALSE,-5.177949878,-6.17084037,FALSE
923,JFK,2013-07-27 9:00,N345NB,2013,7,27,904,915,-11,-21,DL,867,BOS,45,187,9,15,145,75.92,66.02,71.42,210,5.7539,0,1018.3,10,Saturday,TRUE,FALSE,-2.87695,-4.983023571,FALSE
926,JFK,2013-07-27 12:00,N331NB,2013,7,27,1156,1200,-4,-25,DL,1006,BOS,35,187,12,0,145,78.98,66.02,64.54,150,11.5078,0,1018,10,Saturday,TRUE,FALSE,5.7539,-9.966047142,FALSE
928,JFK,2013-07-27 14:00,N360NB,2013,7,27,1454,1455,-1,-21,DL,1164,BOS,33,187,14,55,145,78.98,64.94,62.16,170,13.80936,0,1017.3,10,Saturday,TRUE,FALSE,2.397970199,-13.59956479,FALSE
930,JFK,2013-07-27 16:00,N228JB,2013,7,27,1632,1636,-4,-10,B6,918,BOS,40,187,16,36,20,78.98,62.96,57.99,160,13.80936,0,1016.2,10,Saturday,TRUE,FALSE,4.723079286,-12.97655369,FALSE
931,JFK,2013-07-27 16:00,N365NB,2013,7,27,1623,1625,-2,-24,DL,402,BOS,31,187,16,25,145,78.98,62.96,57.99,160,13.80936,0,1016.2,10,Saturday,TRUE,FALSE,4.723079286,-12.97655369,FALSE
935,JFK,2013-07-27 21:00,N179JB,2013,7,27,2233,2125,68,56,B6,618,BOS,39,187,21,25,20,71.06,68,90.06,150,4.60312,0,1016.4,10,Saturday,TRUE,FALSE,2.30156,-3.986418857,FALSE
936,JFK,2013-07-27 21:00,N365NB,2013,7,27,2140,2145,-5,4,DL,985,BOS,38,187,21,45,145,71.06,68,90.06,150,4.60312,0,1016.4,10,Saturday,TRUE,FALSE,2.30156,-3.986418857,FALSE
937,JFK,2013-07-27 23:00,N203JB,2013,7,27,2315,2305,10,-5,B6,718,BOS,37,187,23,5,20,69.98,66.92,90.02,0,0,0,1015.1,10,Saturday,TRUE,FALSE,0,0,FALSE
938,JFK,2013-07-28 6:00,N324JB,2013,7,28,652,645,7,-4,B6,318,BOS,36,187,6,45,20,71.06,69.08,93.47,230,6.90468,0,1015.6,7,Sunday,TRUE,FALSE,-5.289291746,-4.438242753,FALSE
940,JFK,2013-07-28 9:00,N342NB,2013,7,28,912,915,-3,-19,DL,867,BOS,43,187,9,15,145,73.94,68,81.71,150,9.20624,0,1015.4,10,Sunday,TRUE,FALSE,4.60312,-7.972837713,FALSE
941,JFK,2013-07-28 10:00,N283JB,2013,7,28,1017,1017,0,-6,B6,518,BOS,44,187,10,17,20,75.02,68,78.81,120,11.5078,0,1015.3,10,Sunday,TRUE,FALSE,9.966047142,-5.7539,FALSE
943,JFK,2013-07-28 12:00,N315NB,2013,7,28,1156,1200,-4,-12,DL,1006,BOS,40,187,12,0,145,75.02,66.92,75.93,140,12.65858,0,1015.7,10,Sunday,TRUE,FALSE,8.13677838,-9.697034867,FALSE
944,JFK,2013-07-28 13:00,N249JB,2013,7,28,1357,1354,3,-6,B6,118,BOS,34,187,13,54,20,73.94,69.98,87.45,140,11.5078,0,1015.3,10,Sunday,TRUE,FALSE,7.397071255,-8.815486243,FALSE
945,JFK,2013-07-28 14:00,N360NB,2013,7,28,1448,1455,-7,-32,DL,1164,BOS,33,187,14,55,145,75.92,69.08,79.37,140,14.96014,0,1014.8,10,Sunday,TRUE,FALSE,9.616192631,-11.46013212,FALSE
946,JFK,2013-07-28 16:00,N315NB,2013,7,28,1624,1625,-1,41,DL,402,BOS,32,187,16,25,145,77,68,73.78,150,12.65858,0,1014.2,10,Sunday,TRUE,FALSE,6.32929,-10.96265186,FALSE
947,JFK,2013-07-28 16:00,N354JB,2013,7,28,1747,1636,71,117,B6,918,BOS,34,187,16,36,20,77,68,73.78,150,12.65858,0,1014.2,10,Sunday,TRUE,FALSE,6.32929,-10.96265186,FALSE
953,JFK,2013-07-28 21:00,N315NB,2013,7,28,2206,2145,21,58,DL,985,BOS,34,187,21,45,145,73.04,69.98,90.14,180,11.5078,0.01,1015.7,9,Sunday,TRUE,FALSE,1.41E-15,-11.5078,TRUE
954,JFK,2013-07-28 23:00,N296JB,2013,7,28,29,2305,84,82,B6,718,BOS,34,187,23,5,20,73.04,71.06,93.52,0,0,0.02,1014.8,10,Sunday,TRUE,FALSE,0,0,TRUE
956,JFK,2013-07-29 8:00,N347AA,2013,7,29,914,830,44,22,AA,1838,BOS,35,187,8,30,14,75.92,69.08,79.37,290,5.7539,0,1016.7,10,Monday,FALSE,FALSE,-5.406897371,1.967949703,FALSE
957,JFK,2013-07-29 9:00,N365NB,2013,7,29,914,915,-1,2,DL,867,BOS,50,187,9,15,145,78.08,68,71.19,330,3.45234,0,1017,10,Monday,FALSE,FALSE,-1.72617,2.989814143,FALSE
958,JFK,2013-07-29 10:00,N329JB,2013,7,29,1015,1017,-2,-6,B6,518,BOS,39,187,10,17,20,78.98,68,69.11,240,3.45234,0,1017.1,10,Monday,FALSE,FALSE,-2.989814143,-1.72617,FALSE
959,JFK,2013-07-29 12:00,N321NB,2013,7,29,1157,1200,-3,-6,DL,1006,BOS,43,187,12,0,145,80.96,66.92,62.4,200,12.65858,0,1016.9,10,Monday,FALSE,FALSE,-4.329489346,-11.89517422,FALSE
960,JFK,2013-07-29 12:00,N347AA,2013,7,29,1241,1245,-4,-9,AA,1850,BOS,45,187,12,45,14,80.96,66.92,62.4,200,12.65858,0,1016.9,10,Monday,FALSE,FALSE,-4.329489346,-11.89517422,FALSE
961,JFK,2013-07-29 12:00,N249JB,2013,7,29,1234,1242,-8,9,B6,1318,BOS,56,187,12,42,20,80.96,66.92,62.4,200,12.65858,0,1016.9,10,Monday,FALSE,FALSE,-4.329489346,-11.89517422,FALSE
962,JFK,2013-07-29 13:00,N323JB,2013,7,29,1403,1354,9,-8,B6,118,BOS,31,187,13,54,20,82.04,64.04,54.5,200,11.5078,0,1016.7,10,Monday,FALSE,FALSE,-3.935899405,-10.81379474,FALSE
965,JFK,2013-07-29 16:00,N304JB,2013,7,29,1735,1636,59,31,B6,918,BOS,36,187,16,36,20,82.94,64.94,54.63,190,12.65858,0,1016.6,10,Monday,FALSE,FALSE,-2.198139349,-12.46626773,FALSE
968,JFK,2013-07-29 19:00,N920XJ,2013,7,29,1946,1930,16,-13,9E,3385,BOS,38,187,19,30,95,80.96,48.02,31.59,280,12.65858,0,1017.4,10,Monday,FALSE,FALSE,-12.46626773,2.198139349,FALSE
969,JFK,2013-07-29 20:00,N249JB,2013,7,29,2104,2000,64,40,B6,418,BOS,41,187,20,0,20,78.98,50,36.29,270,12.65858,0,1018.1,10,Monday,FALSE,FALSE,-12.65858,-2.33E-15,FALSE
970,JFK,2013-07-29 21:00,N366NB,2013,7,29,2143,2145,-2,-22,DL,985,BOS,39,187,21,45,145,78.08,51.98,40.23,280,10.35702,0,1018.7,10,Monday,FALSE,FALSE,-10.19967359,1.798477649,FALSE
